plaintext, ciphertext
PHCUVXRQMJSSBLGNLNCCSPNSUBSVKBYYMTWXCOMSIMSVXZGHEAOVDBDTOTVJXADDSIFUHADHGRKOUEFWOCIESRRLAAOLJZZJLBMWLLGYEWWPKODJLQTGAGXO, YQLDEGAZVSBBKUPWUWLLBYWBDKBETKHHVCFGLXVBRVBEGIPQNJXEMKMCXCESGJMMBRODQJMQPATXDNOFXLRNBAAUJJXUSIISUKVFUUPHNFFYTXMSUZCPJPGX
LMCZCIATAQGSRKBZBSLQYFFDXGWVBJLWAKZPMQALGVXDBNN, CDTQTZRKRHXJIBSQSJCHPWWUOXNMSACNRBQGDHRCXMOUSEE
DVBCBWVAMJTJLFLMWVPWXPWHFNHCZMHYSPKWNZOBKOTTQUZOJGWZXYSSSPMHIYVOYMEUQXODMZSEJSBMDFWONDBCVUYNCNHNHUECJJYVOFRRTBHBPJIIDZHJ, IAGHGBAFROYOQKQRBAUBCUBMKSMHERMDXUPBSETGPTYYVZETOLBECDXXXURMNDATDRJZVCTIREXJOXGRIKBTSIGHAZDSHSMSMZJHOODATKWWYGMGUONNIEMO
QIFLWWVGWARBJJOXLMHEMAT, KCZFQQPAQULVDDIRFGBYGUN
HMLWVXVQPXOCHXRMNWCVNYWMZBIZFYVYYZIE, VAZKJLJEDLCQVLFABKQJBMKANPWNTMJMMNWS
FPLIKTULLGWBHEIHOCOTT, HRNKMVWNNIYDJGKJQEQVV
AJLNWJNQRBEW, CLNPYLPSTDGY
AJRLUBAPCRAIDRJHBUDODVDDEBQDLNNDHTXDBWQAUJGFYSZZUOKCBNSNGUGUZUYNLSRBYJPQFDUSNBVVWTGKUQLDLJLLMBGWGLZNQUSC, BKSMVCBQDSBJESKICVEPEWEEFCREMOOEIUYECXRBVKHGZTAAVPLDCOTOHVHVAVZOMTSCZKQRGEVTOCWWXUHLVRMEMKMMNCHXHMAORVTD
CWPRPMSUUBRUPBZLSJQQODOLTMYQKANHOUHTYILVFQOSGZS, PJCECZFHHOEHCOMYFWDDBQBYGZLDXNAUBHUGLVYISDBFTMF
JZAIILRBZZXONKVUBUJHMJQXMOJGCMQWVZBKOYNDKEHBAPMENJAOKWBPQSVADDAZCMIYDHTYCLBOIFBRXIVXLIEQWOICI, TJKSSVBLJJHYXUFELETRWTAHWYTQMWAGFJLUYIXNUORLKZWOXTKYUGLZACFKNNKJMWSINRDIMVLYSPLBHSFHVSOAGYSMS
ZEMWIGIRTARTMXOWFGISWPWIGGIKGOREBJXSHQEQYLDBRAZUGARHMRCCW, GLTDPNPYAHYATEVDMNPZDWDPNNPRNVYLIQEZOXLXFSKIYHGBNHYOTYJJD
PUPBZAFPMSKKWQDYYUOOZXLMYEEDJYURKFPFVUDPARZYXLOVRWKPEXFGTMOTKHJNYTCHZJMXFLIJFO, CHCOMNSCZFXXJDQLLHBBMKYZLRRQWLHEXSCSIHQCNEMLKYBIEJXCRKSTGZBGXUWALGPUMWZKSYVWSB
VV, DD
AHPSAJAFRCJCWMYVOKNLFUJOEOVDMKBEAXLTXITPKUVWQFACOMBDVDAPCVNGMX, WDLOWFWBNYFYSIURKGJHBQFKAKRZIGXAWTHPTEPLGQRSMBWYKIXZRZWLYRJCIT
NQPPQZQCDPBMJBFVPTLYYPZWRPRVR, ORQQRARDEQCNKCGWQUMZZQAXSQSWS
VOWOYZAYWJWGGDUVJVUXREMYNSSJAHOZSOQMOIGZDMHE, HAIAKLMKIVISSPGHVHGJDQYKZEEVMTALEACYAUSLPYTQ
ZZZVPRSAJRL, AAAWQSTBKSM
OOIWXMMDETUMQBGCRFYHIGHWMQQLEDCVRHFXUNOOTLTFOXXWJKUHLXJCZPOLPWCXIQLGGZZUZVQCGRFHOEPXXDCAZUCVVAQMRGUCDEIHCIGU, JJDRSHHYZOPHLWBXMATCDBCRHLLGZYXQMCASPIJJOGOAJSSREFPCGSEXUKJGKRXSDLGBBUUPUQLXBMACJZKSSYXVUPXQQVLHMBPXYZDCXDBP
QULXZESUIIQAOJZZOW, XBSEGLZBPPXHVQGGVD
SVENBQJZEFDYVYIRCSNJBYLAETAOLXGNFTCVEYJPXSCKIDEGNFNABFKHTZXEHEHWGZFKBHPKKMSDJVAD, QTCLZOHXCDBWTWGPAQLHZWJYCRYMJVELDRATCWHNVQAIGBCELDLYZDIFRXVCFCFUEXDIZFNIIKQBHTYB
DRNNEJWHTADJOGWTLNEXMJXLPAYBMBWTPFETBTU, VJFFWBOZLSVBGYOLDFWPEBPDHSQTETOLHXWLTLM
ZHRJWGDEEQEZMKDRBGVFAPBXWHVBGZVFSITPAKZ, PXHZMWTUUGUPCATHRWLVQFRNMXLRWPLVIYJFQAP
RSOARTVXCSTAFEKKRAGVDDXQGITHVDHAYMFEIRDCXETSWHPEB, UVRDUWYAFVWDIHNNUDJYGGATJLWKYGKDBPIHLUGFAHWVZKSHE
BSIRHNXMHGVKEJNLQOOCIVRMFURYYMLOFWGIJOZEMJPXPIKJRFNIBPPQYPDPORNLOEFWOQMGSQRKMXSFSFBABFUYLTKMLQAGIGDJPVIMQGUAIKAJZLUMIIMOUDIHR, NEUDTZJYTSHWQVZXCAAOUHDYRGDKKYXARISUVALQYVBJBUWVDRZUNBBCKBPBADZXAQRIACYSECDWYJERERNMNRGKXFWYXCMSUSPVBHUYCSGMUWMVLXGYUUYAGPUTD
BNAWGUXEHYDCZXO, VHUQAORYBSXWTRI
YEKRIEYUWABKNKXXHCXAWYMGHDMBQNMIXABIKZYMUIYZOVNVHOURBLKRWHXVLVMQCVOETUJYTBIDUTJVPZDHGDIAJAVBKK, JPVCTPJFHLMVYVIISNILHJXRSOXMBYXTILMTVKJXFTJKZGYGSZFCMWVCHSIGWGXBNGZPEFUJEMTOFEUGAKOSROTLULGMVV
WXTAFACYDUYFUTDXIMDHOSGMSWLTUXQVMOSRZHBGAKJPDPAOKCSCBBWGPKBKYDLSVKWMLWNXPYMDLWQPWLKXRTXZRJXFBMMXEKYCIRGSSBOTDWOZVHS, STPWBWYUZQUBQPZTEIZDKOCIOSHPQTMRIKONVDXCWGFLZLWKGYOYXXSCLGXGUZHORGSIHSJTLUIZHSMLSHGTNPTVNFTBXIITAGUYENCOOXKPZSKVRDO
CWXFOUIMCLYHLMTNNMBGZYSRQOEVGCHIQTZRRLDCEVMWUUMLCHMJUDSZWKWIHOURIOACXXKHKWSNYHPUEPRFWVPUZHAADYYNESOFSMHJAF, GABJSYMQGPCLPQXRRQFKDCWVUSIZKGLMUXDVVPHGIZQAYYQPGLQNYHWDAOAMLSYVMSEGBBOLOAWRCLTYITVJAZTYDLEEHCCRIWSJWQLNEJ
FXZEICKQRDHJTZAMLHUVXOGHIGRZETSCOPBZLHTFBHBEKIATBPEVAVAEJABU, MEGLPJRXYKOQAGHTSOBCEVNOPNYGLAZJVWIGSOAMIOILRPHAIWLCHCHLQHIB
SUWZEMIXJCPGUTUXGFKNOHHFZAIBVOTTDOTTFGTRHDK, XZBEJRNCOHULZYZCLKPSTMMKEFNGATYYITYYKLYWMIP
HNNOMFHQVCSXTMKZMIHKXYDNIBMSBXXATQVCAOXIWCMFUGFARXLGTOFVTWJYJHUILGNNYHILOIDQXUSTKCB, QWWXVOQZELBGCVTIVRQTGHMWRKVBKGGJCZELJXGRFLVODPOJAGUPCXOECFSHSQDRUPWWHQRUXRMZGDBCTLK
OIRHRTNFNZYIDYARDSTGQPAIDWTMEJPBIURTBATOFDKHLGAFTULFTVYAFVWGSTZPFHEYIRGPGLWBMFCGVKPRQFPPAWSZCFMFPNHRGRFVDRDHGTHIYHNDPTAIKQWSO, UOXNXZTLTFEOJEGXJYZMWVGOJCZSKPVHOAXZHGZULJQNRMGLZARLZBEGLBCMYZFVLNKEOXMVMRCHSLIMBQVXWLVVGCYFILSLVTNXMXLBJXJNMZNOENTJVZGOQWCYU
ACZGDKWWIZKYOFKVYIEWCJJMSZLARCLHJWYFRQSSICFHWRPSUR, CEBIFMYYKBMAQHMXAKGYELLOUBNCTENJLYAHTSUUKEHJYTRUWT
QLAOUOWRQMTYNXYQRORFRUFHEOJLPJDHQBVITSWAKQFZMKGDDQIDEXQVVLPDULCNSVOXHGCSTF, DYNBHBJEDZGLAKLDEBESEHSURBWYCWQUDOIVGFJNXDSMZXTQQDVQRKDIIYCQHYPAFIBKUTPFGS
GCJPZPCJTKNPGYGZARIQCEAHAAHZXVPHWHV, AWDJTJWDNEHJASATULCKWYUBUUBTRPJBQBP
VWYXJ, GHJIU
ISBQKXPPVXIKFWHDODVQKSPAASNGYBFDKOHFXTHXMDGUUQIUEHNZMFPXYUECHDSCMAKZUXEXCVVKYIZCYMYXNMV, FPYNHUMMSUFHCTEALASNHPMXXPKDVYCAHLECUQEUJADRRNFRBEKWJCMUVRBZEAPZJXHWRUBUZSSHVFWZVJVUKJS
RNGVEQLSNGWWBMOKJIJUROKJSXIQFOMWBQNUPNHYWAHCYPDVFPSAHIDUBBDFWCYMSRJVMWFAWOWYQHBJHYTERWVRKGUQZNVMAYJZOWBMVAXJLYVNL, GCVKTFAHCVLLQBDZYXYJGDZYHMXFUDBLQFCJECWNLPWRNESKUEHPWXSJQQSULRNBHGYKBLUPLDLNFWQYWNITGLKGZVJFOCKBPNYODLQBKPMYANKCA
GJYWQSRIEENCBREVCGHOYPENFEXIOUKAKXGKTXALSVSHRIMVFLEAGXV, ILAYSUTKGGPEDTGXEIJQARGPHGZKQWMCMZIMVZCNUXUJTKOXHNGCIZX
ZGJWNHJZOQVNHLGNKYBNEAPEVRTFHSUMTYHEQPJUFBKUWB, ZGJWNHJZOQVNHLGNKYBNEAPEVRTFHSUMTYHEQPJUFBKUWB
FBFXTUMUNDODGUSQVVVXOFXENPCHF, JFJBXYQYRHSHKYWUZZZBSJBIRTGLJ
CFKZWYFZACBQRIUOAVJSDYQOJNFDEOMANDBUCKJRMUQIRCFXFIQDXRWHTAOVPBU, DGLAXZGABDCRSJVPBWKTEZRPKOGEFPNBOECVDLKSNVRJSDGYGJREYSXIUBPWQCV
NROFWHUINNOA, SWTKBMZNSSTF
OCJYFWZPSALRDZBTXWGVSXOGOLMLMZMJGEIOENXGPAUQUBLHFZQBCODFXWAGYBZJYEETRJRMVRTKCGZLZSJUWPYCWWBZKZULNXDMKEYOBMIOCJMVFWAUU, SGNCJADTWEPVHDFXBAKZWBSKSPQPQDQNKIMSIRBKTEYUYFPLJDUFGSHJBAEKCFDNCIIXVNVQZVXOGKDPDWNYATCGAAFDODYPRBHQOICSFQMSGNQZJAEYY
FVUTWQMWRYLJYLUUMAZDHTKKOPDDLUMQDEJNKTRRNNBYLBPHHWEAEDKDNVTNWMJXSQRWCVPMVRSSFWKXPLNARJGJQJGJQDBAJCKUWODLLRBPVXLZ, WMLKNHDNIPCAPCLLDRQUYKBBFGUUCLDHUVAEBKIIEESPCSGYYNVRVUBUEMKENDAOJHINTMGDMIJJWNBOGCERIAXAHAXAHUSRATBLNFUCCISGMOCQ
JYVGTNUBFXPYJOSQRGAKHAUMRAVZIYCEPYLVWABMFSLCMMWIKTCAK, FURCPJQXBTLUFKOMNCWGDWQINWRVEUYALUHRSWXIBOHYIISEGPYWG
EHHQLFUUPXAWAIOAFGTVZCEOLAQFDHPRGQZXMROWQQDPYDVAEBQZOGGNUFPJ, BEENICRRMUXTXFLXCDQSWZBLIXNCAEMODNWUJOLTNNAMVASXBYNWLDDKRCMG
QPIXCJQYLUZKBVSWACPTNOAR, MLETYFMUHQVGXROSWYLPJKWN
BVSSNITSWHNYTVFLOYTKDUGTYVTFEYJRQEPUGSIVSSZ, EYVVQLWVZKQBWYIORBWNGXJWBYWIHBMUTHSXJVLYVVC
LFRFMBYVNRBSUDBDFDQPFKTFVLQESWRLUNLSZEBMIGGQLXSSBSURWY, YSESZOLIAEOFHQOQSQDCSXGSIYDRFJEYHAYFMROZVTTDYKFFOFHEJL
PBQAENFKUMUXNQHEGFFBLGPJGJIGEOZGCONXHLUTCSTNZKNVATQGXYGAVMEWJIFHEUPBPWVGJTXAOLBFNOLAEDMF, VHWGKTLQASADTWNKMLLHRMVPMPOMKUFMIUTDNRAZIYZTFQTBGZWMDEMGBSKCPOLNKAVHVCBMPZDGURHLTURGKJSL
QRII, UVMM
FWZPOLHIFSIGBDLOUAKIXXSNWTXRNCOBVPZTFGDLNKMREZVFKTOFJWRMARZHBIHJHSAIYFRRWBWCMLDYDX, FWZPOLHIFSIGBDLOUAKIXXSNWTXRNCOBVPZTFGDLNKMREZVFKTOFJWRMARZHBIHJHSAIYFRRWBWCMLDYDX
OFJKRSRWRGUDZQNYZSZLNG, SJNOVWVAVKYHDURCDWDPRK
DUMTFECPKEVCBMWVINGFAERLTPZLBVEQGIRDXZJQSTYPUYTRAHPRTORSLEOOQNQTKJCBGJAYUEZFLNHUTTVUNKKVMOHPUWMXNGRMQTPLUQDL, IZRYKJHUPJAHGRBANSLKFJWQYUEQGAJVLNWICEOVXYDUZDYWFMUWYTWXQJTTVSVYPOHGLOFDZJEKQSMZYYAZSPPARTMUZBRCSLWRVYUQZVIQ
RTSZBPMWMROAGBHSFZIFZTUHXFJHVHEJG, BDCJLZWGWBYKQLRCPJSPJDERHPTRFROTQ
OZEVURLILWOLFBFYCZDVRCTRVENVLIMQOLICGJVAQZNTAFXITVYOEAYFKQEMFSPWVFLUITQXAZLSXCEESONHIWFMWEMPAWZKDWGHJGHLN, CNSJIFZWZKCZTPTMQNRJFQHFJSBJZWAECZWQUXJOENBHOTLWHJMCSOMTYESATGDKJTZIWHELONZGLQSSGCBVWKTAKSADOKNYRKUVXUVZB
WTHOGRWHAOTGXIMGRMLUBUYLUIPUIZCLNXIVMWHDWCJUWCXLDKQWISXARRMDRS, OLZGYJOZSGLYPAEYJEDMTMQDMAHMARUDFPANEOZVOUBMOUPDVCIOAKPSJJEVJK
RASRUQITGOGMNPWJAMFQVJURJYZMRGHRJUJDNDTUOIIEWDLJYZSIWSHBTJSULZMMPEAOOEXTPVRGCTQSLDPUR, MVNMPLDOBJBHIKREVHALQEPMETUHMBCMEPEYIYOPJDDZRYGETUNDRNCWOENPGUHHKZVJJZSOKQMBXOLNGYKPM
VWJMVHEGOWNCIBIQQCHX, BCPSBNKMUCTIOHOWWIND
PJXKIZRHXASOXZRJEYQVOGJVADCDKIRPIYNRJINLGFLKCOQAWRLDKEGZPTQTJLXXXLPLVMGTK, WQERPGYOEHZVEGYQLFXCVNQCHKJKRPYWPFUYQPUSNMSRJVXHDYSKRLNGWAXAQSEEESWSCTNAR
REYMXDNVIIAUBHBFUOOJYGZCSURFJZC, ANHVGMWERRJDKQKODXXSHPILBDAOSIL
NQUMXHGUOZLJINKAUMVLLKWSFALBGJEYVZCIGHNKERCQT, ILPHSCBPJUGEDIFVPHQGGFRNAVGWBEZTQUXDBCIFZMXLO
DQFKSIOFGCIRGOEBRKBGMVFANNMMBTMIKTBCMTGXVSKHGGGFLNIVUFONROVGLBJCIAMRJUSILGILHDDYHSZSUCSVEZLQGOFHZ, SFUZHXDUVRXGVDTQGZQVBKUPCCBBQIBXZIQRBIVMKHZWVVVUACXKJUDCGDKVAQYRXPBGYJHXAVXAWSSNWHOHJRHKTOAFVDUWO
BGVKKJDEQXOIBBKVRSSLUGIFRNWCMPPQPZTNDLYSLFDFJFQDKNHGBJDDYORCMLEKMISFNYHCCXAUCCSW, ZETIIHBCOVMGZZITPQQJSEGDPLUAKNNONXRLBJWQJDBDHDOBILFEZHBBWMPAKJCIKGQDLWFAAVYSAAQU
TLSAEGDQDDZDMGRHGWADRZDATGNCOUDYDRVQWUNUNZIBJUZJFOMLAGNHBVETJCROHPOHKFINLJYDGLCBTFQTGUIRWYKKYQMRKUTGJHTJ, RJQYCEBOBBXBKEPFEUYBPXBYRELAMSBWBPTOUSLSLXGZHSXHDMKJYELFZTCRHAPMFNMFIDGLJHWBEJAZRDORESGPUWIIWOKPISREHFRH
XWQFDGGMAHTNHAHLRITCXVUFLWKLGXJBYKHQK, JICRPSSYMTFZTMTXDUFOJHGRXIWXSJVNKWTCW
ZHSXNNAYIONEYRNMIIDZEBBMFBGAYKMDHVCQUSXEXYAV, HPAFVVIGQWVMGZVUQQLHMJJUNJOIGSULPDKYCAFMFGID
PFUTQXHFZXMKIGNRUJINJAPJMIZWOYZPAUGIQOCRUJXBJTAORWOAHFDCWHUXNRFFJGAPKMTR, RHWVSZJHBZOMKIPTWLKPLCRLOKBYQABRCWIKSQETWLZDLVCQTYQCJHFEYJWZPTHHLICRMOVT
HENGRVPBSXLARBIAVWVLFBEFYGRPRBXHHZJUYUMXVUZVMONPCPPXDPUAYSYSMDZOVWFREDWAEROWICFSKLUV, ROXQBFZLCHVKBLSKFGFVPLOPIQBZBLHRRJTEIEWHFEJFWYXZMZZHNZEKICICWNJYFGPBONGKOBYGSMPCUVEF
MNZPC, EFRHU
N, G
QKEQNGHJFRNFUSELUCGPIGANZBSKJRJ, OICOLEFHDPLDSQCJSAENGEYLXZQIHPH
HKXUKGMISKZDEAEGIYLJIVDYFCRFUPXSRUFECMVMWFTSMWGKCAOFRKKNKQOTCVRUNLVCDOBUKEHTLXLNQCFNVUFNINIPTZEO, UXKHXTZVFXMQRNRTVLYWVIQLSPESHCKFEHSRPZIZJSGFZJTXPNBSEXXAXDBGPIEHAYIPQBOHXRUGYKYADPSAIHSAVAVCGMRB
LATZYOZSIGWUYUGVOQBFOAJBYWIRWMXBILLXLMAFMLKMYNWHSFMR, QFYEDTEXNLBZDZLATVGKTFOGDBNWBRCGNQQCQRFKRQPRDSBMXKRW
ZGUTYEVMNWLORHEAEDRUNJ, XESRWCTKLUJMPFCYCBPSLH
HBZBLHRNYKJDSMIFAQDAFXDIOQUFSHDPFUUADDXUDYOUWT, LFDFPLVRCONHWQMJEUHEJBHMSUYJWLHTJYYEHHBYHCSYAX
MPXMIDVYEODXYNULSHKLILFFGXH, DGODZUMPVFUOPELCJYBCZCWWXOY
KKZFELUBCVGMMPIWEJUNCVFYTKUMDWVAOGOZDBJUSAKSFFWGNWMAYDHQIYBDBOFWIDYNIASS, BBQWVCLSTMXDDGZNVALETMWPKBLDUNMRFXFQUSALJRBJWWNXENDRPUYHZPSUSFWNZUPEZRJJ
FTHPLZTYRCWNAOEZIVUEHBNIHGIT, DRFNJXRWPAULYMCXGTSCFZLGFEGR
HXDNXUZJQBCNBGZVYYXZFIJGPHVFWTBAGSHCHOUPJUEBEXHMEBVCIBZBFZHVSEJCIJTSVZ, WMSCMJOYFQRCQVOKNNMOUXYVEWKULIQPVHWRWDJEYJTQTMWBTQKRXQOQUOWKHTYRXYIHKO
CHZYPHPAGAFIKVHYOZNGUKCNEZOKOJPXULRXJYYIFIBEENOM, QVNMDVDOUOTWYJVMCNBUIYQBSNCYCXDLIZFLXMMWTWPSSBCA
JQBZJCQEELQNPESQNDQLVVZZUYXKFXYERCCXPGDYIETNTXJQEIGZFEVMLLKNMXYYIMDOKWTQPGQBSKHQO, RYJHRKYMMTYVXMAYVLYTDDHHCGFSNFGMZKKFXOLGQMBVBFRYMQOHNMDUTTSVUFGGQULWSEBYXOYJASPYW
SYQ, VBT
W, X
HNGRQXHQZJXTXFAXLAGJIEILAKFZSEIZVBEWBGFGXSGOLGQEKGEULOXCZIQJXDDEBWAXSIPCCLKVTEIZASIHUWPAXELYHEVUUHKRNAKTFQSSAMIXQDDODDS, WCVGFMWFOYMIMUPMAPVYXTXAPZUOHTXOKQTLQVUVMHVDAVFTZVTJADMROXFYMSSTQLPMHXERRAZKITXOPHXWJLEPMTANWTKJJWZGCPZIUFHHPBXMFSSDSSH
HLHLNKFAEPAWCUPOHISINBBJERDLGFKTGWAEGAAXIDMQYIVJEWIHSGGXIWTZAGMPUIXQWAQFZWNWMSBSS, PTPTVSNIMXIEKCXWPQAQVJJRMZLTONSBOEIMOIIFQLUYGQDRMEQPAOOFQEBHIOUXCQFYEIYNHEVEUAJAA
NCDACTMEWOWR, TIJGIZSKCUCX
YPEDTPPVRGXGGOIKDGOYMCMUNQYSPHPGDHQLHPFKYTPVJGIQUDMKWCUKPNODCZBZVSAR, ULAZPLLRNCTCCKEGZCKUIYIQJMUOLDLCZDMHDLBGUPLRFCEMQZIGSYQGLJKZYVXVROWN
LJHYKVDGXGIBFUOVDRBSPKIDDDTDYMZKFKPY, ECARDOWZQZBUYNHOWKULIDBWWWMWRFSDYDIR
CQFSZOPMUEOR, UIXKRGHEMWGJ
YIOJPWKJXMSWZINMSTIUGVRJTJOPKCXKBACBBUSMYLEJOHPZBIGEVLEFDMBNTVXNPMJTUUXMGRMDNUHFSKHHKA, RBHCIPDCQFLPSBGFLMBNZOKCMCHIDVQDUTVUUNLFREXCHAISUBZXOEXYWFUGMOQGIFCMNNQFZKFWGNAYLDAADT
VEHBZIPPAJECXAUJNNOEQPYGBZABKLRYWWVLQCGTRAWKCSPXKYJKKVRSEBWEFOMGLSUSYNZXKW, RADXVELLWFAYTWQFJJKAMLUCXVWXGHNUSSRHMYCPNWSGYOLTGUFGGRNOAXSABKICHOQOUJVTGS
TGVYDJQTJDLHPVHUKUSJVVDVEAVLLJGAPGOJLQPWUWRQWXXBZCRMRLUULQWXQDFNCLMMIIZMWCBYZRLDOHQYKULEUSSLWFWQTMKPBOWLUCXIPDKIQXVJLHUVMRF, BODGLRYBRLTPXDPCSCARDDLDMIDTTROIXOWRTYXECEZYEFFJHKZUZTCCTYEFYLNVKTUUQQHUEKJGHZTLWPYGSCTMCAATENEYBUSXJWETCKFQXLSQYFDRTPCDUZN
HWPHHKEIKZSFFWLZTJHPXPVNUVGVYLBDJAVYHVPJDVXMVIHPJEUAUUIIWKYTMOQJMAPJICXUZNNZZEZMHCLMIBVYUGBQBGMAHGIWXIPUCDUHRITIJUZUSIBKS, CRKCCFZDFUNAARGUOECKSKQIPQBQTGWYEVQTCQKEYQSHQDCKEZPVPPDDRFTOHJLEHVKEDXSPUIIUUZUHCXGHDWQTPBWLWBHVCBDRSDKPXYPCMDODEPUPNDWFN
QSMKQZWZXEOPATK, PRLJPYVYWDNOZSJ
HRWGQRHLMKOAUACXVZVJC, KUZJTUKOPNRDXDFAYCYMF
DZFOTLEZKFJMZCFQRKBSCXQGBODCNKQTXABEYRYWSJWXQUNQNCXCSXKCHOEQ, SOUDIATOZUYBORUFGZQHRMFVQDSRCZFIMPQTNGNLHYLMFJCFCRMRHMZRWDTF
HYCDBDGVFRSRKCWHNBHFDMVQIHUG, CTXYWYBQAMNMFXRCIWCAYHQLDCPB
XCZUOLVCAABUTCWFNZLAJOMSXOXAAKKEWAOKWQOWCSBFKPEPFVWJTSJYYTRCMHOXYOQCMHWKOPCYOVCVATMGJEUHYNNVXSDEZPVQQKPKWQWYUN, SXUPJGQXVVWPOXRAIUGVEJHNSJSVVFFZRVJFRLJRXNWAFKZKAQREONETTOMXHCJSTJLXHCRFJKXTJQXQVOHBEZPCTIIQSNYZUKQLLFKFRLRTPI
SJZOWVPPWWNGOHHYXDHUJONAHKECHTSCMSYUCBV, SJZOWVPPWWNGOHHYXDHUJONAHKECHTSCMSYUCBV
KGHNCCWFUOPJFNVT, UQRXMMGPEYZTPXFD
CTLSOTQZOTUUHIDRNAYTHVEOQWWVCXNHJZOLJOQOOVHVKWZHGAQMTAPYXGNNAYRNVWPVQQMHMGSAQJHSZHEGQFKOLXKZTSQWIMYAETN, XOGNJOLUJOPPCDYMIVTOCQZJLRRQXSICEUJGEJLJJQCQFRUCBVLHOVKTSBIIVTMIQRKQLLHCHBNVLECNUCZBLAFJGSFUONLRDHTVZOI
FCFUDQQLPDNZYCZMDFBJENRPCUZLXQMWZPWGBFWXJHCNDPADYXISIWUOIICNXHIJCZOCWEBIMCPTAYFDHLCBXONEMWXQHCVENDHZRVKVXQYYUJAIVFLSCHASPLDDBS, JGJYHUUPTHRDCGDQHJFNIRVTGYDPBUQADTAKFJABNLGRHTEHCBMWMAYSMMGRBLMNGDSGAIFMQGTXECJHLPGFBSRIQABULGZIRHLDVZOZBUCCYNEMZJPWGLEWTPHHFW
PVSNIAFQCOLQEZDRMOQWJMSIFTSKO, YEBWRJOZLXUZNIMAVXZFSVBROCBTX
NOACYFV, HIUWSZP
VINIGWZOJXVXHFRXEVJFBXKTTHPDFMKMPDWJUSYRCHHNWULUKKKAKWCXWBXY, FSXSQGJYTHFHRPBHOFTPLHUDDRZNPWUWZNGTECIBMRRXGEVEUUUKUGMHGLHI
VHXMCIIK, EQGVLRRT
BQPQRNDCDCDPDQHHGPWENPAVCLZDVWHTQBQZRLEJ, BQPQRNDCDCDPDQHHGPWENPAVCLZDVWHTQBQZRLEJ
YPGPCDJOLEPZHLKLYZRKBXBBUYKHJUNUMILYHRUWUIGOYHIDRUDUFZZQZKCEFHODGJVDMSLLRLIVCQZTTBUKQFKHMNJTNWNUPJPCYMOIIKDAWCARAG, YPGPCDJOLEPZHLKLYZRKBXBBUYKHJUNUMILYHRUWUIGOYHIDRUDUFZZQZKCEFHODGJVDMSLLRLIVCQZTTBUKQFKHMNJTNWNUPJPCYMOIIKDAWCARAG
JNQPTJFCCFYZYXKCEORQXPZCIRFLKARRMJVIZIKGESYELNKWTMYOOVFUNZGIOVNVENNBNGZHEMPCUKPZRJZNJRYBGCTJCJUVNTWLVVLMIIR, TXAZDTPMMPIJIHUMOYBAHZJMSBPVUKBBWTFSJSUQOCIOVXUGDWIYYFPEXJQSYFXFOXXLXQJROWZMEUZJBTJXTBILQMDTMTEFXDGVFFVWSSB
FKQXTEIPOSXSPFZUQBCPXXWYZLEXOKZUILBYVFAVAGNKMQUAWCTDCCEPXDXKSZNYDNVRSPMHRAGHGBFYGMBWJ, KPVCYJNUTXCXUKEZVGHUCCBDEQJCTPEZNQGDAKFAFLSPRVZFBHYIHHJUCICPXESDISAWXURMWFLMLGKDLRGBO
SMYNRFZCADRKORSBYCXNABBOUMGOVBLLLXUCUIHUOAPSHBAIEJHSPPYUHWRADFBDQDOTXLUKLUNGEZMKSWKATHZXKBRZZINACSGPOKRDYHIJ, CWIXBPJMKNBUYBCLIMHXKLLYEWQYFLVVVHEMESREYKZCRLKSOTRCZZIERGBKNPLNANYDHVEUVEXQOJWUCGUKDRJHULBJJSXKMCQZYUBNIRST
HCFOWPTEXPBTFZMHLUZNYKLZJSSZEDCPMJTCSYCLCDIYVEJHMUBJJVOUSONDWSWFRFEITLX, MHKTBUYJCUGYKERMQZESDPQEOXXEJIHUROYHXDHQHINDAJOMRZGOOATZXTSIBXBKWKJNYQC
IPOFJASLSNRGNVNOIBBCMKTODLTUOBEWDEYUDXGEOGFKROXH, RYXOSJBUBWAPWEWXRKKLVTCXMUCDXKNFMNHDMGPNXPOTAXGQ
QHEMCLETNJZCMPPLTOVYERDWKZLZUWSPTXDGSFPROMQSNBBCXKHSBEGYXXROAEMLWNNYIJVCLBVTVKWNMXPLZIZMUIIIJDJEMERXAOUO, XOLTJSLAUQGJTWWSAVCFLYKDRGSGBDZWAEKNZMWYVTXZUIIJEROZILNFEEYVHLTSDUUFPQCJSICACRDUTEWSGPGTBPPPQKQLTLYEHVBV
JTGFKMOEVIPELUCIJXQCWROYCBVLXETAERBAOYDOYKYPWKDIARDDB, QANMRTVLCPWLSBJPQEXJDYVFJICSELAHLYIHVFKVFRFWDRKPHYKKI
IQQDEJIVDIVOMXRVSDXSKJWDUY, SAANOTSFNSFYWHBFCNHCUTGNEI
NXPSWDSHENFSGWNXCNCRZLTOIRWCUPEPQF, XHZCGNCROXPCQGXHMXMBJVDYSBGMEZOZAP
